BAJFINANCE,BAJAJFINSV,PGHL,IGL,UNOMINDA,OLECTRA,TATAMETALI,BATAINDIA,HDFCBANK,DHANI,BHARATRAS,RELIANCE,HONAUT,HEG,CUB,AARTIIND,PCBL,HINDUNILVR,BIOCON,KEI,GRAPHITE,PIDILITIND,SUNDRMFAST,MAHSCOOTER,ESCORTS,BALKRISIND,BERGEPAINT,COROMANDEL,SUDARSCHEM,HSCL,PGHH,KOTAKBANK,GARFIBRES,ALKYLAMINE,JSWSTEEL,NAUKRI,COFORGE,ATUL,SRF,WSTCSTPAPR,start,end,sharpe_ratio,returns,risk,method
582.3356323242188,189.7311248779297,569.70361328125,101.2112274169922,26.01416015625,18.282020568847656,89.29182434082031,425.7691650390625,492.2712097167969,22.210817337036133,1003.4090576171876,509.3389892578125,8698.130859375,128.71043395996094,65.33907318115234,116.89047241210938,8.812915802001953,710.6290283203125,81.1881332397461,115.04000854492188,52.97147750854492,531.4823608398438,143.1662139892578,1078.1153564453125,131.80181884765625,297.14990234375,144.26165771484375,148.22213745117188,91.71566009521484,13.550298690795898,4812.26611328125,672.7401733398438,357.2914428710937,121.1916275024414,81.60664367675781,771.4923095703125,457.6060485839844,1440.0509033203125,232.5550079345703,52.65694427490234,,,,,,
536.3260498046875,182.40272521972656,553.4911499023438,101.3304672241211,23.767868041992188,18.18211936950684,83.98595428466797,425.03033447265625,484.5716857910156,20.85478782653809,996.77490234375,482.55029296875,8332.3623046875,124.83463287353516,63.631126403808594,104.03931427001952,8.381376266479492,715.6653442382812,77.89629364013672,107.57876586914062,51.98003387451172,515.7085571289062,140.0529022216797,948.8118286132812,124.9264678955078,288.06903076171875,138.21795654296875,144.94996643066406,85.118408203125,12.90973949432373,4544.123046875,664.574951171875,330.6423645019531,114.01519012451172,83.15912628173828,775.2227172851562,433.3741455078125,1396.13427734375,218.9451904296875,49.91314315795898,,,,,,
550.1356811523438,184.0854949951172,560.6575317382812,101.39468383789062,24.99399185180664,19.7305965423584,92.7334976196289,429.7862548828125,489.2717895507813,20.57423210144043,1001.6134033203124,495.2446899414063,8399.0986328125,127.43272399902344,64.18720245361328,107.62403869628906,8.761446952819824,716.1072998046875,79.94257354736328,111.33379364013672,52.97147750854492,515.9954223632812,140.47109985351562,985.21044921875,130.04641723632812,291.58123779296875,140.7760009765625,145.92274475097656,87.56353759765625,13.254655838012695,4592.3232421875,665.8694458007812,337.7648620605469,114.82279205322266,83.79690551757812,768.3431396484375,421.3693237304688,1395.4600830078125,217.5171356201172,50.72014236450195,,,,,,
549.5997314453125,184.42901611328125,550.2408447265625,100.697509765625,24.34552955627441,17.732561111450195,89.0528335571289,417.3655090332031,481.00537109375,20.38719367980957,942.8035278320312,476.7133483886719,8107.16357421875,122.19398498535156,63.15447616577149,111.39620971679688,8.29031753540039,702.4999389648438,77.9205551147461,107.96887969970705,52.759033203125,511.2153015136719,136.8931121826172,971.8344116210938,124.19503784179688,289.1319274902344,140.0170135498047,147.3377685546875,82.99620819091797,13.402478218078612,4569.1953125,659.8450927734375,327.10528564453125,114.49242401123048,85.92005157470703,775.7073364257812,396.1591491699219,1338.3011474609375,211.7473297119141,48.42018508911133,,,,,,
559.6036987304688,183.88136291503903,548.3612670898438,100.30303192138672,24.48069190979004,18.082218170166016,89.91324615478516,414.4103393554688,483.2254638671875,20.20015335083008,977.67041015625,467.0561218261719,8179.763671875,123.17359924316406,62.43952941894531,109.32268524169922,8.21905517578125,685.3140869140625,78.16320037841797,108.16394805908205,52.72361373901367,506.9133911132813,137.21835327148438,977.7507934570312,125.56035614013672,291.14227294921875,141.08522033691406,146.36492919921875,82.58099365234375,13.550298690795898,4555.2333984375,658.0526123046875,342.94940185546875,114.65760040283205,86.04591369628906,778.4688720703125,435.375,1351.8804931640625,213.75050354003903,48.09738540649414,,,,,,
567.2637939453125,188.3669891357422,554.3919677734375,104.61457061767578,25.3319034576416,18.03226661682129,94.16751861572266,435.8811645507813,486.6737976074219,20.20015335083008,997.37353515625,476.5234680175781,8480.326171875,125.60128021240234,62.99560928344727,111.2673568725586,8.385334968566895,681.6913452148438,78.14701843261719,111.8214340209961,52.47575378417969,516.4254760742188,136.8001708984375,998.1581420898438,128.87612915039062,284.9265441894531,142.60316467285156,146.76292419433594,85.39521789550781,13.451752662658691,4684.74365234375,680.1586303710938,340.91436767578125,121.7973175048828,89.62505340576172,770.2811889648438,427.4161682128906,1411.302978515625,217.58421325683597,51.486793518066406,,,,,,
570.7381591796875,191.6179656982422,559.835205078125,106.87126922607422,25.957836151123047,18.78152847290039,93.25930786132812,439.8521728515625,491.7989196777344,20.43395233154297,1018.0242309570312,476.4285583496094,8535.037109375,126.24015045166016,62.36008834838867,113.51658630371094,8.389294624328613,692.1177368164062,79.1094970703125,111.38253784179688,54.246192932128906,520.10595703125,139.49525451660156,1001.244873046875,129.9001007080078,282.1537475585937,148.64686584472656,145.61326599121094,87.84034729003906,13.599573135375977,4711.84765625,678.1173706054688,338.54022216796875,123.61436462402344,92.91886138916016,775.1743774414062,454.8938598632813,1408.365478515625,216.2328338623047,51.24469375610352,,,,,,
578.5980224609375,188.441650390625,563.7904052734375,105.34847259521484,25.94335556030273,18.38192176818848,95.02792358398438,443.7769165039063,489.2008972167969,20.480710983276367,1018.1739501953124,474.2456665039063,8470.4677734375,127.68824768066406,63.11476516723633,117.2184829711914,8.515985488891602,678.5104370117188,80.84034729003906,111.67513275146484,54.70650863647461,538.7477416992188,142.19041442871094,991.512939453125,130.48526000976562,282.0844116210937,152.72283935546875,151.49435424804688,87.88648223876953,13.303930282592772,4749.97412109375,671.7445068359375,330.9814453125,120.65935516357422,94.0937271118164,777.2576904296875,472.0562744140625,1405.909912109375,212.99331665039065,51.44644546508789,,,,,,
562.9170532226562,186.60960388183597,571.0742797851562,103.42203521728516,25.776010513305664,18.082218170166016,95.79273986816406,442.11468505859375,487.3350524902344,20.57423210144043,1013.1359252929688,482.5740966796875,8472.8359375,119.5533447265625,63.39280319213867,114.7935028076172,8.444722175598145,699.5840454101562,79.61904907226562,109.91954040527344,52.68821716308594,532.294921875,142.98036193847656,1029.0263671875,128.0471649169922,279.9124755859375,151.79518127441406,147.4262237548828,88.20941925048828,13.451752662658691,4763.24609375,660.4424438476562,333.45263671875,119.96190643310548,91.6558837890625,779.9222412109375,473.2568054199219,1399.071533203125,217.8334197998047,51.52714538574219,,,,,,
577.7648315429688,185.3649444580078,565.8658447265625,102.7156753540039,26.06243133544922,19.7305965423584,94.69332885742188,439.9444885253906,495.9083862304688,20.761268615722656,979.6657104492188,491.3533325195313,8453.16796875,116.06086730957033,63.55167388916016,115.43782806396484,8.468477249145508,721.8064575195312,79.15803527832031,107.3349380493164,52.19247817993164,541.3290405273438,144.6996307373047,1045.7037353515625,131.80181884765625,281.2294921875,149.79937744140625,149.59292602539062,88.44010162353516,14.092312812805176,4802.79931640625,680.7063598632812,344.4029235839844,116.60311889648438,88.70613861083984,769.312255859375,490.59716796875,1398.879150390625,223.61279296875,51.486793518066406,,,,,,
585.0497436523438,185.5541229248047,561.2841796875,103.45873260498048,26.30379295349121,19.930400848388672,94.9323272705078,432.4643249511719,500.5846862792969,21.00045585632324,975.6751098632812,488.9330749511719,8482.2978515625,120.36257934570312,65.77598571777344,113.3057098388672,8.607043266296387,707.713134765625,78.7293701171875,109.3343505859375,52.33411407470703,544.6749267578125,137.12545776367188,1069.7979736328125,133.16712951660156,282.3155517578125,151.62655639648438,148.79702758789062,89.91641235351562,16.753097534179688,4777.900390625,684.7890625,343.724609375,116.41958618164062,88.16067504882812,764.9032592773438,472.5899353027344,1393.582275390625,223.1910858154297,51.04294204711914,,,,,,
566.3622436523438,181.02865600585935,556.9373168945312,104.0366668701172,26.78330612182617,19.680646896362305,91.77747344970705,419.2124633789063,497.7742309570313,20.37857437133789,978.2190551757812,475.0998229980469,8385.05078125,117.59414672851562,64.82271575927734,112.60283660888672,8.472434997558594,706.9620361328125,76.64262390136719,107.87135314941406,52.19247817993164,545.1530151367188,137.07899475097656,1059.89453125,128.87612915039062,283.7942810058594,148.9841766357422,148.04525756835938,87.93260192871094,16.16180992126465,4710.29150390625,674.2837524414062,341.5927124023437,112.47346496582033,84.19551849365234,744.748779296875,488.7742614746094,1448.4296875,220.449951171875,51.3657455444336,,,,,,
621.751953125,187.04769897460935,551.6116333007812,102.3120346069336,28.981319427490234,18.981332778930664,89.29182434082031,418.15045166015625,493.07421875,19.94804000854492,973.1312866210938,465.7273254394531,8365.3369140625,115.8053207397461,64.70355224609375,108.01062774658205,8.195300102233887,725.959228515625,74.84707641601562,108.9442138671875,50.988582611083984,542.0460205078125,134.19798278808594,1042.1884765625,124.09752655029295,278.1332702636719,148.8717498779297,149.23919677734375,87.05606842041016,16.063264846801758,4717.77001953125,662.732666015625,331.61138916015625,113.26268768310548,81.68635559082031,745.3786010742188,479.5704345703125,1400.7568359375,210.9709930419922,49.79208755493164,,,,,,
618.2582397460938,187.2717437744141,540.0592041015625,100.96353149414062,28.43583869934082,19.430892944335938,88.71823120117188,430.1556701660156,495.601318359375,19.66101837158203,993.53271484375,461.7648620605469,8327.087890625,112.48322296142578,64.70355224609375,110.0138702392578,8.009222984313965,737.6226806640625,75.63971710205078,110.4072265625,50.91777038574219,556.8160400390625,137.72950744628906,1031.341552734375,119.904052734375,280.9984436035156,151.20489501953125,147.95684814453125,86.08721923828125,16.50672721862793,4668.74951171875,673.3875732421875,337.2319641113281,113.79496002197266,84.8165283203125,757.8298950195312,486.3287658691406,1422.3782958984375,209.0732879638672,48.05702972412109,,,,,,
652.8019409179688,190.03976440429688,549.1837768554688,101.2754364013672,28.38595390319824,18.981332778930664,88.09680938720703,446.2242126464844,498.4591369628906,19.32615852355957,978.6182250976562,460.74456787109375,8327.92578125,113.42021942138672,64.66384887695312,112.8488540649414,7.866697311401367,746.5911865234375,76.4646987915039,110.5535125732422,51.55513000488281,570.6778564453125,140.00640869140625,1059.6802978515625,128.5347900390625,277.92529296875,157.22047424316406,148.79702758789062,86.31790161132812,16.851646423339844,4749.5419921875,689.0708618164062,340.4783020019531,116.36450958251952,87.02778625488281,758.653564453125,470.1000061035156,1407.2578125,218.32220458984372,47.411434173583984,,,,,,
649.0790405273438,182.7711639404297,546.0899047851562,99.95445251464844,28.1671199798584,18.981332778930664,87.3320083618164,451.7650146484375,489.2953186035156,19.613183975219727,982.6585693359376,456.0701904296875,8365.1396484375,114.35723114013672,67.0470199584961,114.72322845458984,8.06464958190918,732.4095458984375,76.14926147460938,111.5288314819336,51.767578125,574.549560546875,142.4691925048828,1052.306396484375,127.12071990966795,279.8200378417969,155.42141723632812,150.0351104736328,84.88773345947266,16.65454864501953,5065.5830078125,670.2507934570312,335.1000061035156,114.58417510986328,88.1229019165039,756.4733276367188,467.1209716796875,1405.4761962890625,217.7375946044922,49.307884216308594,,,,,,
641.6624755859375,177.65325927734375,540.646728515625,99.5232925415039,27.246721267700195,18.83148002624512,86.66279602050781,444.8851013183594,484.666259765625,19.2783203125,977.7701416015624,454.3855285644531,8357.5478515625,113.29244995117188,67.5236587524414,115.26210021972656,7.854819774627685,730.1563720703125,74.14341735839844,109.72447204589844,51.8384017944336,551.0323486328125,142.00453186035156,1052.220458984375,128.0471649169922,278.7803039550781,146.34181213378906,152.4229736328125,82.9500732421875,16.950191497802734,5101.15869140625,674.18408203125,326.5238647460937,114.76771545410156,83.91859436035156,744.7972412109375,452.5373229980469,1408.7508544921875,222.16552734375,48.74298477172852,,,,,,
631.3856811523438,178.19093322753906,536.65234375,99.2205810546875,26.817094802856445,18.731578826904297,84.84635925292969,449.9642028808594,478.478271484375,19.086973190307617,934.1741333007812,456.8294372558594,8315.8505859375,109.33148193359376,66.25262451171875,113.57515716552734,7.6529059410095215,728.56591796875,74.00591278076172,109.77325439453124,51.48431015014648,562.3607788085938,141.0751953125,1039.015625,124.48760986328124,280.9060363769531,140.63543701171875,145.79013061523438,80.82787322998047,16.703824996948242,5106.47705078125,664.525146484375,321.8239440917969,113.40953063964844,85.81094360351562,742.859375,449.2026977539063,1415.87744140625,221.9259796142578,47.33072662353516,,,,,,
602.2070922851562,168.92593383789062,524.7083740234375,96.76206970214844,25.27162742614746,18.082218170166016,80.54430389404297,443.7307739257813,460.6939086914063,18.13023376464844,917.8130493164062,438.7489929199219,8060.33935546875,105.20012664794922,65.61711883544922,110.4004364013672,7.158019065856934,709.1709594726562,71.67655181884766,100.65392303466795,49.28896331787109,554.473876953125,135.91729736328125,964.1173706054688,117.80731201171876,277.0471496582031,139.87649536132812,140.52804565429688,76.81416320800781,14.338680267333984,5100.98681640625,626.2876586914062,299.9716491699219,110.69313049316406,84.05287170410156,726.4354248046875,431.5066833496094,1353.5179443359375,215.5139923095703,44.50621795654297,,,,,,
584.4258422851562,169.3739776611328,493.8893432617188,95.94562530517578,24.953493118286133,17.732561111450195,76.05103302001953,425.8615417480469,458.8516540527344,17.69969940185547,897.8606567382812,430.20697021484375,7970.33837890625,105.20012664794922,66.61009979248047,105.0015640258789,6.659174919128418,718.0069580078125,72.16183471679688,99.58106231689452,46.350040435791016,557.1029663085938,131.27052307128906,951.2555541992188,114.29649353027344,265.67877197265625,133.91709899902344,144.15402221679688,73.67701721191406,15.324156761169434,5065.79833984375,619.3671264648438,284.56365966796875,112.58358001708984,84.38013458251953,700.9031372070312,436.5309143066406,1297.4661865234375,209.7633514404297,47.65353012084961,,,,,,
605.203857421875,171.6043243408203,508.3003540039063,99.09213256835938,26.38429832458496,17.482807159423828,86.23258209228516,445.8085632324219,459.890869140625,18.560766220092773,923.8486328125,449.2840881347656,8025.146484375,108.94815063476562,67.2456283569336,107.30773162841795,7.118428707122803,711.026611328125,74.09488677978516,102.11690521240234,47.447715759277344,563.6036987304688,134.9414520263672,983.53857421875,121.51316833496094,277.1165771484375,137.54331970214844,149.46029663085938,77.27550506591797,16.260360717773438,5046.345703125,622.6033935546875,306.8035583496094,112.1798095703125,87.39282989501953,711.4647216796875,444.1340637207031,1348.89501953125,220.21014404296875,48.82368850708008,,,,,,
585.853759765625,169.6478271484375,498.7843322753906,97.7619857788086,24.620824813842773,17.08319854736328,83.60356140136719,433.3879089355469,459.8199768066406,18.13023376464844,941.7560424804688,441.5962829589844,7924.74609375,107.24449157714844,66.33206939697266,104.07205200195312,6.872966766357422,709.7012939453125,72.55006408691406,98.06930541992188,47.09362411499024,553.9959716796875,131.1311492919922,957.9007568359376,116.88085174560548,276.608154296875,130.37522888183594,149.50454711914062,75.33786010742188,15.274882316589355,5058.49267578125,617.62451171875,285.33892822265625,112.01461791992188,86.74665832519531,732.7819213867188,442.2221374511719,1272.3780517578125,208.9064483642578,46.846527099609375,,,,,,
595.5556030273438,169.3839569091797,503.7185974121094,97.41339874267578,24.30591583251953,16.633642196655273,82.83873748779297,430.8944396972656,460.5049133300781,18.17807006835937,877.9081420898438,452.0602111816406,7883.83740234375,103.19833374023438,66.37178802490234,104.90743255615234,6.797743797302246,717.9627685546875,74.67723846435547,93.29019927978516,46.102176666259766,574.0717163085938,129.2724609375,984.267333984375,115.22296905517578,277.1165771484375,134.11520385742188,152.5556182861328,74.78425598144531,15.12706184387207,5092.03955078125,622.6531372070312,296.8706970214844,110.1241455078125,87.90471649169922,707.1527099609375,441.5107116699219,1299.4888916015625,211.75645446777344,46.12022399902344,,,,,,
600.7207641601562,171.3554229736328,509.2010498046875,98.87196350097656,24.85013771057129,17.283002853393555,84.17716979980469,435.65032958984375,467.3777770996094,17.891048431396484,856.9580688476562,446.1282958984375,8066.35205078125,103.15575408935548,66.33206939697266,104.2014617919922,6.8571295738220215,731.0842895507812,74.81473541259766,95.58221435546876,45.99594879150391,593.71728515625,132.47869873046875,1003.9886474609376,115.90562438964844,263.7378845214844,135.9485626220703,148.35479736328125,76.26055145263672,15.225610733032228,5109.84814453125,632.8597412109375,297.3552551269531,109.81214141845705,88.68517303466797,718.0052490234375,425.9045104980469,1315.3316650390625,210.5047607421875,47.77457427978516,,,,,,
589.4303588867188,166.5909881591797,509.5535278320313,96.39513397216795,25.37175178527832,17.183101654052734,83.02994537353516,448.5328979492188,467.3069152832031,17.938886642456055,867.6327514648438,448.1451721191406,8061.71826171875,104.34830474853516,66.33206939697266,102.49536895751952,6.869007110595703,731.2609252929688,74.82280731201172,91.6321258544922,46.102176666259766,598.6884155273438,132.85043334960938,1010.8483276367188,116.73456573486328,264.80084228515625,134.79212951660156,147.7799835205078,74.32289123535156,15.964714050292969,5111.79296875,628.5281982421875,300.7469177246094,110.0874481201172,90.92578887939452,707.879638671875,416.2117309570313,1343.5498046875,213.3547821044922,48.21842956542969,,,,,,
584.9814453125,162.3293914794922,507.6346130371094,97.29413604736328,25.273242950439453,16.983299255371094,88.28802490234375,451.9497375488281,467.047119140625,18.17807006835937,859.5020141601562,456.6634521484375,8185.18505859375,106.64823150634766,67.00730895996094,100.95401000976562,7.055083751678467,761.3471069335938,76.34337615966797,90.21790313720705,47.447715759277344,607.865966796875,131.967529296875,1015.9930419921876,118.58748626708984,258.8624267578125,133.09983825683594,146.4534149169922,76.76802825927734,16.30963134765625,5102.1962890625,637.4901123046875,299.1479797363281,109.90389251708984,92.53701782226562,715.6312866210938,415.1890869140625,1346.0057373046875,210.2640838623047,48.66228103637695,,,,,,
574.4951171875,160.89059448242188,506.3814392089844,96.55108642578124,24.767778396606445,16.983299255371094,86.90180206298828,437.2663879394531,458.2139892578125,18.082395553588867,855.7609252929688,450.6603393554688,8373.5673828125,105.7112274169922,65.53766632080078,99.97740936279295,6.758152961730957,739.4341430664062,76.54557037353516,93.7778549194336,46.49168014526367,585.2567749023438,130.75941467285156,996.4431762695312,122.29335021972656,260.9881286621094,135.0741729736328,148.17796325683594,74.73810577392578,15.866170883178713,5101.201171875,620.3629150390625,292.4614562988281,110.1241455078125,94.32449340820312,704.5850830078125,403.5398864746094,1331.703857421875,207.7703094482422,48.37983703613281,,,,,,
566.6351928710938,160.9005584716797,506.8905944824219,93.450439453125,24.331756591796875,16.483787536621094,87.09300994873047,427.38525390625,448.5541687011719,18.03455924987793,846.1337890625,452.0839538574219,8346.0625,104.26311492919922,66.25262451171875,100.43628692626952,6.671052932739258,739.345703125,75.2838363647461,91.82720184326172,46.102176666259766,578.8994140625,130.57351684570312,987.0969848632812,122.48838806152344,255.67372131347656,132.53573608398438,149.37184143066406,75.52239227294922,15.12706184387207,5118.66650390625,616.1309204101562,279.9606628417969,109.6102294921875,93.10768127441406,702.405029296875,411.6320190429688,1303.726318359375,202.34954833984372,47.29037857055664,,,,,,
560.6610107421875,159.34722900390625,495.4557189941406,89.79020690917969,25.184425354003903,16.33393669128418,86.47159576416016,428.5396118164063,445.2713012695313,17.604026794433594,855.4118041992188,448.0265197753906,8307.6669921875,102.00579071044922,64.70355224609375,99.87149810791016,6.71856164932251,744.6915283203125,73.96548461914062,88.90121459960938,46.6333122253418,573.7848510742188,129.4583282470703,985.7680053710938,122.24459838867188,259.0011291503906,128.67160034179688,150.56578063964844,74.73810577392578,15.176335334777832,5102.369140625,604.28125,278.8462219238281,106.93055725097656,94.46295928955078,688.7908325195312,395.5811462402344,1309.26416015625,199.5476837158203,46.07987594604492,,,,,,
566.0747680664062,159.47665405273438,503.2877502441406,94.68885803222656,25.811006546020508,16.983299255371094,84.320556640625,426.9696960449219,453.9391174316406,17.74753761291504,853.2169799804688,450.992431640625,8282.0380859375,101.15396881103516,65.89514923095703,100.2833251953125,6.702725887298584,750.9649047851562,75.5669174194336,88.21849060058594,46.91658401489258,556.3858642578125,127.50667572021484,971.79150390625,124.3900909423828,260.31805419921875,128.61521911621094,150.38890075683594,74.23063659667969,14.68359661102295,5076.0,613.1435546875,272.014404296875,106.54510498046876,92.23492431640624,694.6046142578125,378.2852783203125,1310.468017578125,202.3399200439453,47.61317825317383,,,,,,
578.1205444335938,160.49729919433594,511.6289367675781,93.2669677734375,24.809764862060547,16.633642196655273,82.88652801513672,420.7823791503906,459.064208984375,17.07781982421875,867.931884765625,458.7277221679688,8328.3701171875,101.40951538085938,67.0470199584961,100.24803161621094,6.552280426025391,733.73486328125,75.94705963134766,87.97464752197266,46.81035232543945,560.831298828125,129.4583282470703,970.333740234375,122.5859146118164,263.4144592285156,126.5280303955078,151.05218505859375,73.21566009521484,14.535775184631348,4989.71728515625,627.7315673828125,270.2216491699219,105.97614288330078,94.53009033203124,678.37451171875,373.083251953125,1302.71533203125,203.4471893310547,48.17808532714844,,,,,,
